16	16
1.	1.	0.	0.
2.	0.9238795325112867	0.3826834323650898	0.
3.	0.7071067811865475	0.7071067811865475	0.
4.	0.3826834323650898	0.9238795325112867	0.
5.	0.	1.	0.
6.	-0.3826834323650898	0.9238795325112867	0.
7.	-0.7071067811865475	0.7071067811865475	0.
8.	-0.9238795325112867	0.3826834323650898	0.
9.	-1.	0.	0.
10.	-0.9238795325112867	-0.3826834323650898	0.
11.	-0.7071067811865475	-0.7071067811865475	0.
12.	-0.3826834323650898	-0.9238795325112867	0.
13.	0.	-1.	0.
14.	0.3826834323650898	-0.9238795325112867	0.
15.	0.7071067811865475	-0.7071067811865475	0.
16.	0.9238795325112867	-0.3826834323650898	0.
1	102	1	2
2	102	2	3
3	102	3	4
4	102	4	5
5	102	5	6
6	102	6	7
7	102	7	8
8	102	8	9
9	102	9	10
10	102	10	11
11	102	11	12
12	102	12	13
13	102	13	14
14	102	14	15
15	102	15	16
16	102	16	1
